time_period_start,time_period_end,time_open,time_close,price_open,price_high,price_low,price_close,volume_traded,trades_count,time,price,asset_id
2024-12-21T13:00:00.0000000Z,2024-12-21T14:00:00.0000000Z,2024-12-21T13:00:04.0730000Z,2024-12-21T13:59:12.8050000Z,97132,97434,96399,97423,203.15224020000005,750,2024-12-21 13:00:00+00:00,97132,BTC
2024-12-21T14:00:00.0000000Z,2024-12-21T15:00:00.0000000Z,2024-12-21T14:00:54.6580000Z,2024-12-21T14:59:51.5730000Z,97411,97715,97050,97056,55.84223723,439,2024-12-21 14:00:00+00:00,97411,BTC
2024-12-21T15:00:00.0000000Z,2024-12-21T16:00:00.0000000Z,2024-12-21T15:00:47.7730000Z,2024-12-21T15:59:34.1700000Z,97094,97680,97061,97473,16.200845899999997,281,2024-12-21 15:00:00+00:00,97094,BTC
2024-12-21T16:00:00.0000000Z,2024-12-21T17:00:00.0000000Z,2024-12-21T16:00:06.4590000Z,2024-12-21T16:59:27.7800000Z,97490,97676,96922,97241,80.42330905,464,2024-12-21 16:00:00+00:00,97490,BTC
2024-12-21T17:00:00.0000000Z,2024-12-21T18:00:00.0000000Z,2024-12-21T17:00:10.9900000Z,2024-12-21T17:59:48.1790000Z,97259,97654,97050,97564,87.96925707,484,2024-12-21 17:00:00+00:00,97259,BTC
2024-12-21T18:00:00.0000000Z,2024-12-21T19:00:00.0000000Z,2024-12-21T18:00:00.8040000Z,2024-12-21T18:59:20.6550000Z,97571,97684,97254,97356,33.32125936999999,417,2024-12-21 18:00:00+00:00,97571,BTC
2024-12-21T19:00:00.0000000Z,2024-12-21T20:00:00.0000000Z,2024-12-21T19:00:24.7720000Z,2024-12-21T19:59:56.5170000Z,97353,97353,96782,97228,36.10098159000001,388,2024-12-21 19:00:00+00:00,97353,BTC
2024-12-21T20:00:00.0000000Z,2024-12-21T21:00:00.0000000Z,2024-12-21T20:00:05.5650000Z,2024-12-21T20:59:57.6140000Z,97219,97988,97190,97424,91.36914123,487,2024-12-21 20:00:00+00:00,97219,BTC
2024-12-21T21:00:00.0000000Z,2024-12-21T22:00:00.0000000Z,2024-12-21T21:00:00.7600000Z,2024-12-21T21:59:59.5840000Z,97425,97522,96527,96834,115.75063224999998,816,2024-12-21 21:00:00+00:00,97425,BTC
2024-12-21T22:00:00.0000000Z,2024-12-21T23:00:00.0000000Z,2024-12-21T22:00:04.7680000Z,2024-12-21T22:59:53.3480000Z,96888,97320,96596,97101,100.51783000999995,727,2024-12-21 22:00:00+00:00,96888,BTC
2024-12-21T23:00:00.0000000Z,2024-12-22T00:00:00.0000000Z,2024-12-21T23:00:23.4460000Z,2024-12-21T23:58:47.5350000Z,97042,97249,96863,97211,27.50782064000001,316,2024-12-21 23:00:00+00:00,97042,BTC
2024-12-22T00:00:00.0000000Z,2024-12-22T01:00:00.0000000Z,2024-12-22T00:00:39.7610000Z,2024-12-22T00:59:23.9580000Z,97245,97376,96996,97200,88.762352,603,2024-12-22 00:00:00+00:00,97245,BTC
2024-12-22T01:00:00.0000000Z,2024-12-22T02:00:00.0000000Z,2024-12-22T01:00:13.7640000Z,2024-12-22T01:59:42.5640000Z,97184,97356,96689,96999,55.656589050000015,295,2024-12-22 01:00:00+00:00,97184,BTC
2024-12-22T02:00:00.0000000Z,2024-12-22T03:00:00.0000000Z,2024-12-22T02:00:04.4960000Z,2024-12-22T02:59:56.1680000Z,96990,97132,96585,96632,47.673505150000004,263,2024-12-22 02:00:00+00:00,96990,BTC
2024-12-22T03:00:00.0000000Z,2024-12-22T04:00:00.0000000Z,2024-12-22T03:00:06.8690000Z,2024-12-22T03:59:37.2970000Z,96670,97242,96521,96921,36.30229958999999,243,2024-12-22 03:00:00+00:00,96670,BTC
2024-12-22T04:00:00.0000000Z,2024-12-22T05:00:00.0000000Z,2024-12-22T04:01:25.1240000Z,2024-12-22T04:59:59.1940000Z,96907,96987,96034,96034,120.02622847000002,492,2024-12-22 04:00:00+00:00,96907,BTC
2024-12-22T05:00:00.0000000Z,2024-12-22T06:00:00.0000000Z,2024-12-22T05:00:00.5710000Z,2024-12-22T05:59:11.0670000Z,96027,96353,95839,96086,116.97537605999999,484,2024-12-22 05:00:00+00:00,96027,BTC
2024-12-22T06:00:00.0000000Z,2024-12-22T07:00:00.0000000Z,2024-12-22T06:00:15.0820000Z,2024-12-22T06:59:21.5250000Z,96121,96681,96074,96681,76.21986512999999,278,2024-12-22 06:00:00+00:00,96121,BTC
2024-12-22T07:00:00.0000000Z,2024-12-22T08:00:00.0000000Z,2024-12-22T07:00:02.5280000Z,2024-12-22T07:59:24.5450000Z,96686,96759,96042,96070,46.12499110000001,234,2024-12-22 07:00:00+00:00,96686,BTC
2024-12-22T08:00:00.0000000Z,2024-12-22T09:00:00.0000000Z,2024-12-22T08:00:59.5420000Z,2024-12-22T08:59:46.6200000Z,96269,96610,96216,96462,17.63727965,266,2024-12-22 08:00:00+00:00,96269,BTC
2024-12-22T09:00:00.0000000Z,2024-12-22T10:00:00.0000000Z,2024-12-22T09:00:00.4880000Z,2024-12-22T09:59:43.8070000Z,96462,97147,96257,96885,324.0653980199999,960,2024-12-22 09:00:00+00:00,96462,BTC
2024-12-22T10:00:00.0000000Z,2024-12-22T11:00:00.0000000Z,2024-12-22T10:00:42.0980000Z,2024-12-22T10:59:35.4260000Z,96915,97248,96796,96907,68.81110124,319,2024-12-22 10:00:00+00:00,96915,BTC
2024-12-22T11:00:00.0000000Z,2024-12-22T12:00:00.0000000Z,2024-12-22T11:00:01.4670000Z,2024-12-22T11:59:47.9990000Z,96907,97259,96842,97045,48.00365395999997,409,2024-12-22 11:00:00+00:00,96907,BTC
2024-12-22T12:00:00.0000000Z,2024-12-22T13:00:00.0000000Z,2024-12-22T12:00:17.6920000Z,2024-12-22T12:59:41.2180000Z,97018,97211,96781,96980,9.303144150000005,216,2024-12-22 12:00:00+00:00,97018,BTC
2024-12-22T13:00:00.0000000Z,2024-12-22T14:00:00.0000000Z,2024-12-22T13:00:01.2690000Z,2024-12-22T13:59:45.6720000Z,96942,97187,96790,96913,7.806911489999999,254,2024-12-22 13:00:00+00:00,96942,BTC
2024-12-22T14:00:00.0000000Z,2024-12-22T15:00:00.0000000Z,2024-12-22T14:00:41.3790000Z,2024-12-22T14:59:49.3350000Z,96907,96995,95238,95238,185.39294342,928,2024-12-22 14:00:00+00:00,96907,BTC
2024-12-22T15:00:00.0000000Z,2024-12-22T16:00:00.0000000Z,2024-12-22T15:00:00.7100000Z,2024-12-22T15:59:56.8640000Z,95303,95572,95081,95304,34.891774209999994,488,2024-12-22 15:00:00+00:00,95303,BTC
2024-12-22T16:00:00.0000000Z,2024-12-22T17:00:00.0000000Z,2024-12-22T16:00:14.5800000Z,2024-12-22T16:59:38.4660000Z,95302,95788,95162,95634,108.30452112000003,532,2024-12-22 16:00:00+00:00,95302,BTC
2024-12-22T17:00:00.0000000Z,2024-12-22T18:00:00.0000000Z,2024-12-22T17:00:27.5000000Z,2024-12-22T17:59:48.5160000Z,95652,95777,95433,95552,13.723955310000004,301,2024-12-22 17:00:00+00:00,95652,BTC
2024-12-22T18:00:00.0000000Z,2024-12-22T19:00:00.0000000Z,2024-12-22T18:00:20.5070000Z,2024-12-22T18:59:42.0700000Z,95582,96342,95350,95879,89.97231917999993,609,2024-12-22 18:00:00+00:00,95582,BTC
2024-12-22T19:00:00.0000000Z,2024-12-22T20:00:00.0000000Z,2024-12-22T19:00:01.3370000Z,2024-12-22T19:59:47.5890000Z,95902,96087,94623,94692,172.45412610000002,728,2024-12-22 19:00:00+00:00,95902,BTC
2024-12-22T20:00:00.0000000Z,2024-12-22T21:00:00.0000000Z,2024-12-22T20:00:01.3500000Z,2024-12-22T20:59:53.7710000Z,94751,95507,94335,95491,192.14677962999997,1223,2024-12-22 20:00:00+00:00,94751,BTC
2024-12-22T21:00:00.0000000Z,2024-12-22T22:00:00.0000000Z,2024-12-22T21:00:15.2820000Z,2024-12-22T21:59:31.0390000Z,95460,95628,95010,95119,45.42716328,370,2024-12-22 21:00:00+00:00,95460,BTC
2024-12-22T22:00:00.0000000Z,2024-12-22T23:00:00.0000000Z,2024-12-22T22:00:14.1980000Z,2024-12-22T22:59:52.6830000Z,95147,95523,94200,95426,123.76846606000001,789,2024-12-22 22:00:00+00:00,95147,BTC
2024-12-22T23:00:00.0000000Z,2024-12-23T00:00:00.0000000Z,2024-12-22T23:00:01.9180000Z,2024-12-22T23:59:54.4150000Z,95424,95725,94953,95098,46.45034935999999,368,2024-12-22 23:00:00+00:00,95424,BTC
2024-12-23T00:00:00.0000000Z,2024-12-23T01:00:00.0000000Z,2024-12-23T00:01:09.0850000Z,2024-12-23T00:59:19.7640000Z,95100,95304,94273,94319,41.35692641,354,2024-12-23 00:00:00+00:00,95100,BTC
2024-12-23T01:00:00.0000000Z,2024-12-23T02:00:00.0000000Z,2024-12-23T01:00:38.9910000Z,2024-12-23T01:59:54.3090000Z,94292,94993,93702,94373,131.91114809,681,2024-12-23 01:00:00+00:00,94292,BTC
2024-12-23T02:00:00.0000000Z,2024-12-23T03:00:00.0000000Z,2024-12-23T02:00:00.6320000Z,2024-12-23T02:59:46.2190000Z,94386,94637,93639,94615,84.84643929999999,602,2024-12-23 02:00:00+00:00,94386,BTC
2024-12-23T03:00:00.0000000Z,2024-12-23T04:00:00.0000000Z,2024-12-23T03:00:02.5200000Z,2024-12-23T03:59:12.9670000Z,94605,95915,94514,95914,64.47604889999998,678,2024-12-23 03:00:00+00:00,94605,BTC
2024-12-23T04:00:00.0000000Z,2024-12-23T05:00:00.0000000Z,2024-12-23T04:00:11.5250000Z,2024-12-23T04:59:15.7910000Z,95888,96376,95570,95743,131.23486387000003,589,2024-12-23 04:00:00+00:00,95888,BTC
2024-12-23T05:00:00.0000000Z,2024-12-23T06:00:00.0000000Z,2024-12-23T05:00:49.4140000Z,2024-12-23T05:59:58.1210000Z,95735,95884,95280,95525,24.01942849,264,2024-12-23 05:00:00+00:00,95735,BTC
2024-12-23T06:00:00.0000000Z,2024-12-23T07:00:00.0000000Z,2024-12-23T06:00:22.8640000Z,2024-12-23T06:59:44.6660000Z,95552,95573,94650,94711,33.90503756,312,2024-12-23 06:00:00+00:00,95552,BTC
2024-12-23T07:00:00.0000000Z,2024-12-23T08:00:00.0000000Z,2024-12-23T07:00:00.5260000Z,2024-12-23T07:59:52.2780000Z,94748,95467,94748,95287,49.26464895000002,426,2024-12-23 07:00:00+00:00,94748,BTC
2024-12-23T08:00:00.0000000Z,2024-12-23T09:00:00.0000000Z,2024-12-23T08:00:12.3270000Z,2024-12-23T08:59:57.0340000Z,95258,95456,94945,95448,99.15444075000002,549,2024-12-23 08:00:00+00:00,95258,BTC
2024-12-23T09:00:00.0000000Z,2024-12-23T10:00:00.0000000Z,2024-12-23T09:00:04.6550000Z,2024-12-23T09:59:37.0440000Z,95437,96053,95397,95924,51.34861718000001,620,2024-12-23 09:00:00+00:00,95437,BTC
2024-12-23T10:00:00.0000000Z,2024-12-23T11:00:00.0000000Z,2024-12-23T10:00:30.7460000Z,2024-12-23T10:59:49.5050000Z,95929,96330,95874,96302,45.25395785,487,2024-12-23 10:00:00+00:00,95929,BTC
2024-12-23T11:00:00.0000000Z,2024-12-23T12:00:00.0000000Z,2024-12-23T11:00:07.7110000Z,2024-12-23T11:59:54.2150000Z,96280,96420,95741,95811,49.46584876000001,388,2024-12-23 11:00:00+00:00,96280,BTC
2024-12-23T12:00:00.0000000Z,2024-12-23T13:00:00.0000000Z,2024-12-23T12:00:27.4420000Z,2024-12-23T12:59:57.6400000Z,95829,96295,95745,96188,38.282671329999985,591,2024-12-23 12:00:00+00:00,95829,BTC
2024-12-23T13:00:00.0000000Z,2024-12-23T14:00:00.0000000Z,2024-12-23T13:00:00.8620000Z,2024-12-23T13:59:30.0410000Z,96187,96220,94739,94759,113.45225947999994,985,2024-12-23 13:00:00+00:00,96187,BTC
2024-12-23T14:00:00.0000000Z,2024-12-23T15:00:00.0000000Z,2024-12-23T14:00:08.9630000Z,2024-12-23T14:59:57.1450000Z,94821,95490,93607,94274,202.54350425999996,2148,2024-12-23 14:00:00+00:00,94821,BTC
2024-12-23T15:00:00.0000000Z,2024-12-23T16:00:00.0000000Z,2024-12-23T15:00:00.2060000Z,2024-12-23T15:59:50.5890000Z,94256,94309,92995,93104,316.90365098,1876,2024-12-23 15:00:00+00:00,94256,BTC
2024-12-23T16:00:00.0000000Z,2024-12-23T17:00:00.0000000Z,2024-12-23T16:00:01.0840000Z,2024-12-23T16:59:59.5090000Z,93130,94113,92808,93844,151.69640930999995,1399,2024-12-23 16:00:00+00:00,93130,BTC
2024-12-23T17:00:00.0000000Z,2024-12-23T18:00:00.0000000Z,2024-12-23T17:00:00.4010000Z,2024-12-23T17:59:50.8920000Z,93842,93993,93107,93266,31.85184376,856,2024-12-23 17:00:00+00:00,93842,BTC
2024-12-23T18:00:00.0000000Z,2024-12-23T19:00:00.0000000Z,2024-12-23T18:00:01.6440000Z,2024-12-23T18:59:50.5960000Z,93252,93615,92558,92654,191.8125286100001,1084,2024-12-23 18:00:00+00:00,93252,BTC
2024-12-23T19:00:00.0000000Z,2024-12-23T20:00:00.0000000Z,2024-12-23T19:00:01.6710000Z,2024-12-23T19:59:53.9130000Z,92594,93575,92560,92924,37.133628300000005,780,2024-12-23 19:00:00+00:00,92594,BTC
2024-12-23T20:00:00.0000000Z,2024-12-23T21:00:00.0000000Z,2024-12-23T20:00:00.4100000Z,2024-12-23T20:59:55.6110000Z,92890,93371,92389,93064,158.08820355,1325,2024-12-23 20:00:00+00:00,92890,BTC
2024-12-23T21:00:00.0000000Z,2024-12-23T22:00:00.0000000Z,2024-12-23T21:00:09.1810000Z,2024-12-23T21:59:58.6560000Z,93143,94147,93118,93832,147.69663776000002,997,2024-12-23 21:00:00+00:00,93143,BTC
2024-12-23T22:00:00.0000000Z,2024-12-23T23:00:00.0000000Z,2024-12-23T22:00:00.9380000Z,2024-12-23T22:59:59.8470000Z,93832,95056,93775,95056,179.12088686999996,937,2024-12-23 22:00:00+00:00,93832,BTC
2024-12-23T23:00:00.0000000Z,2024-12-24T00:00:00.0000000Z,2024-12-23T23:00:00.5780000Z,2024-12-23T23:59:41.9830000Z,95056,95358,94541,94750,53.7846344,1036,2024-12-23 23:00:00+00:00,95056,BTC
2024-12-24T00:00:00.0000000Z,2024-12-24T01:00:00.0000000Z,2024-12-24T00:00:29.8320000Z,2024-12-24T00:59:12.3430000Z,94750,94750,94050,94458,8.12462581,180,2024-12-24 00:00:00+00:00,94750,BTC
2024-12-24T01:00:00.0000000Z,2024-12-24T02:00:00.0000000Z,2024-12-24T01:00:00.9870000Z,2024-12-24T01:59:13.2960000Z,94436,94529,93943,93978,54.07532827,205,2024-12-24 01:00:00+00:00,94436,BTC
2024-12-24T02:00:00.0000000Z,2024-12-24T03:00:00.0000000Z,2024-12-24T02:00:00.9360000Z,2024-12-24T02:59:31.2550000Z,94004,94199,93461,93789,33.280231979999996,286,2024-12-24 02:00:00+00:00,94004,BTC
2024-12-24T03:00:00.0000000Z,2024-12-24T04:00:00.0000000Z,2024-12-24T03:00:01.4740000Z,2024-12-24T03:58:33.3460000Z,93841,94260,93698,94211,40.43100663999999,173,2024-12-24 03:00:00+00:00,93841,BTC
2024-12-24T04:00:00.0000000Z,2024-12-24T05:00:00.0000000Z,2024-12-24T04:00:13.3950000Z,2024-12-24T04:59:39.1450000Z,94242,94342,93933,94265,56.008571640000014,395,2024-12-24 04:00:00+00:00,94242,BTC
2024-12-24T05:00:00.0000000Z,2024-12-24T06:00:00.0000000Z,2024-12-24T05:00:30.8120000Z,2024-12-24T05:58:35.7670000Z,94341,94510,94180,94495,12.57652869,185,2024-12-24 05:00:00+00:00,94341,BTC
2024-12-24T06:00:00.0000000Z,2024-12-24T07:00:00.0000000Z,2024-12-24T06:00:39.0740000Z,2024-12-24T06:59:54.7360000Z,94459,94472,93731,93803,38.21374304,154,2024-12-24 06:00:00+00:00,94459,BTC
2024-12-24T07:00:00.0000000Z,2024-12-24T08:00:00.0000000Z,2024-12-24T07:00:14.7050000Z,2024-12-24T07:59:58.4490000Z,93816,94150,93697,94088,6.3465,104,2024-12-24 07:00:00+00:00,93816,BTC
2024-12-24T08:00:00.0000000Z,2024-12-24T09:00:00.0000000Z,2024-12-24T08:00:01.1830000Z,2024-12-24T08:59:39.8300000Z,94100,94500,94000,94381,44.2595479,258,2024-12-24 08:00:00+00:00,94100,BTC
2024-12-24T09:00:00.0000000Z,2024-12-24T10:00:00.0000000Z,2024-12-24T09:00:10.2550000Z,2024-12-24T09:59:33.9040000Z,94371,94397,93831,93987,6.163578829999997,219,2024-12-24 09:00:00+00:00,94371,BTC
2024-12-24T10:00:00.0000000Z,2024-12-24T11:00:00.0000000Z,2024-12-24T10:00:01.0370000Z,2024-12-24T10:59:58.4680000Z,93986,93990,93730,93829,16.108118489999995,323,2024-12-24 10:00:00+00:00,93986,BTC
2024-12-24T11:00:00.0000000Z,2024-12-24T12:00:00.0000000Z,2024-12-24T11:00:02.2690000Z,2024-12-24T11:59:54.1170000Z,93861,94282,93794,94281,9.008353739999997,229,2024-12-24 11:00:00+00:00,93861,BTC
2024-12-24T12:00:00.0000000Z,2024-12-24T13:00:00.0000000Z,2024-12-24T12:00:01.3480000Z,2024-12-24T12:59:53.3030000Z,94268,94276,93933,94176,8.15926976,367,2024-12-24 12:00:00+00:00,94268,BTC
2024-12-24T13:00:00.0000000Z,2024-12-24T14:00:00.0000000Z,2024-12-24T13:00:06.9690000Z,2024-12-24T13:59:58.0630000Z,94174,95972,94147,95972,102.01301821999999,1031,2024-12-24 13:00:00+00:00,94174,BTC
2024-12-24T14:00:00.0000000Z,2024-12-24T15:00:00.0000000Z,2024-12-24T14:00:01.6690000Z,2024-12-24T14:59:51.6670000Z,95972,97421,95755,97381,130.37888382999998,1473,2024-12-24 14:00:00+00:00,95972,BTC
2024-12-24T15:00:00.0000000Z,2024-12-24T16:00:00.0000000Z,2024-12-24T15:00:01.8390000Z,2024-12-24T16:00:00.1120000Z,97381,98208,97187,98208,108.76795752000001,1076,2024-12-24 15:00:00+00:00,97381,BTC
2024-12-24T16:00:00.0000000Z,2024-12-24T17:00:00.0000000Z,2024-12-24T16:00:05.9860000Z,2024-12-24T16:59:50.4040000Z,98209,98614,97915,98477,207.69883166000017,1252,2024-12-24 16:00:00+00:00,98209,BTC
2024-12-24T17:00:00.0000000Z,2024-12-24T18:00:00.0000000Z,2024-12-24T17:00:00.4040000Z,2024-12-24T17:59:51.8560000Z,98457,98978,98281,98923,217.8527197999999,1261,2024-12-24 17:00:00+00:00,98457,BTC
2024-12-24T18:00:00.0000000Z,2024-12-24T19:00:00.0000000Z,2024-12-24T18:00:02.3320000Z,2024-12-24T18:59:45.7290000Z,98746,99419,98367,98579,120.58674959000005,866,2024-12-24 18:00:00+00:00,98746,BTC
2024-12-24T19:00:00.0000000Z,2024-12-24T20:00:00.0000000Z,2024-12-24T19:00:04.3760000Z,2024-12-24T19:59:58.4420000Z,98555,98670,97519,97562,54.19216065000001,533,2024-12-24 19:00:00+00:00,98555,BTC
2024-12-24T20:00:00.0000000Z,2024-12-24T21:00:00.0000000Z,2024-12-24T20:00:05.3050000Z,2024-12-24T20:59:42.6400000Z,97577,97988,97236,97263,51.775865149999994,479,2024-12-24 20:00:00+00:00,97577,BTC
2024-12-24T21:00:00.0000000Z,2024-12-24T22:00:00.0000000Z,2024-12-24T21:00:03.5980000Z,2024-12-24T21:59:54.9290000Z,97224,98381,97224,98325,60.83726499999998,433,2024-12-24 21:00:00+00:00,97224,BTC
2024-12-24T22:00:00.0000000Z,2024-12-24T23:00:00.0000000Z,2024-12-24T22:00:04.2650000Z,2024-12-24T22:59:30.1750000Z,98346,98995,98276,98704,38.52682954999999,461,2024-12-24 22:00:00+00:00,98346,BTC
2024-12-24T23:00:00.0000000Z,2024-12-25T00:00:00.0000000Z,2024-12-24T23:00:06.0940000Z,2024-12-24T23:59:52.1550000Z,98738,98957,98439,98596,19.15000415,374,2024-12-24 23:00:00+00:00,98738,BTC
2024-12-25T00:00:00.0000000Z,2024-12-25T01:00:00.0000000Z,2024-12-25T00:00:50.0820000Z,2024-12-25T00:59:50.6080000Z,98637,98768,98372,98372,42.75093567000001,334,2024-12-25 00:00:00+00:00,98637,BTC
2024-12-25T01:00:00.0000000Z,2024-12-25T02:00:00.0000000Z,2024-12-25T01:00:04.1000000Z,2024-12-25T01:59:51.2610000Z,98383,98527,97862,97911,57.66483631999999,288,2024-12-25 01:00:00+00:00,98383,BTC
2024-12-25T02:00:00.0000000Z,2024-12-25T03:00:00.0000000Z,2024-12-25T02:00:01.5190000Z,2024-12-25T02:59:51.0720000Z,97911,98275,97676,98075,34.96938642,187,2024-12-25 02:00:00+00:00,97911,BTC
2024-12-25T03:00:00.0000000Z,2024-12-25T04:00:00.0000000Z,2024-12-25T03:00:01.4010000Z,2024-12-25T03:59:03.5380000Z,98053,98207,97880,97962,3.6648523299999987,153,2024-12-25 03:00:00+00:00,98053,BTC
2024-12-25T04:00:00.0000000Z,2024-12-25T05:00:00.0000000Z,2024-12-25T04:00:36.0020000Z,2024-12-25T04:59:56.1330000Z,97942,98259,97811,98158,9.235658049999998,206,2024-12-25 04:00:00+00:00,97942,BTC
2024-12-25T05:00:00.0000000Z,2024-12-25T06:00:00.0000000Z,2024-12-25T05:00:06.4630000Z,2024-12-25T05:57:13.2580000Z,98162,98264,98082,98231,2.23745897,97,2024-12-25 05:00:00+00:00,98162,BTC
2024-12-25T06:00:00.0000000Z,2024-12-25T07:00:00.0000000Z,2024-12-25T06:00:46.4380000Z,2024-12-25T06:59:22.4740000Z,98162,98482,97816,97824,37.46863077999999,272,2024-12-25 06:00:00+00:00,98162,BTC
2024-12-25T07:00:00.0000000Z,2024-12-25T08:00:00.0000000Z,2024-12-25T07:00:09.5320000Z,2024-12-25T07:59:39.6260000Z,97820,98293,97816,98018,12.642588080000003,139,2024-12-25 07:00:00+00:00,97820,BTC
2024-12-25T08:00:00.0000000Z,2024-12-25T09:00:00.0000000Z,2024-12-25T08:00:00.4960000Z,2024-12-25T08:59:53.8850000Z,98014,98179,97859,98003,2.2328922,111,2024-12-25 08:00:00+00:00,98014,BTC
2024-12-25T09:00:00.0000000Z,2024-12-25T10:00:00.0000000Z,2024-12-25T09:00:00.0410000Z,2024-12-25T09:58:57.8070000Z,98012,98184,97929,98098,6.042246650000001,136,2024-12-25 09:00:00+00:00,98012,BTC
2024-12-25T10:00:00.0000000Z,2024-12-25T11:00:00.0000000Z,2024-12-25T10:00:16.5820000Z,2024-12-25T10:59:03.9450000Z,98106,99258,98098,98288,116.84235359999998,644,2024-12-25 10:00:00+00:00,98106,BTC
2024-12-25T11:00:00.0000000Z,2024-12-25T12:00:00.0000000Z,2024-12-25T11:00:05.5660000Z,2024-12-25T11:59:57.1230000Z,98386,98776,97750,97837,111.39727196000001,530,2024-12-25 11:00:00+00:00,98386,BTC
2024-12-25T12:00:00.0000000Z,2024-12-25T13:00:00.0000000Z,2024-12-25T12:00:53.7710000Z,2024-12-25T12:59:12.7170000Z,97899,98543,97576,98121,67.6374657,436,2024-12-25 12:00:00+00:00,97899,BTC
2024-12-25T13:00:00.0000000Z,2024-12-25T14:00:00.0000000Z,2024-12-25T13:00:04.6590000Z,2024-12-25T13:59:39.6420000Z,98095,98527,98051,98381,10.45580009,247,2024-12-25 13:00:00+00:00,98095,BTC
2024-12-25T14:00:00.0000000Z,2024-12-25T15:00:00.0000000Z,2024-12-25T14:00:13.3010000Z,2024-12-25T14:59:47.2650000Z,98372,98741,98195,98626,12.009343409999998,319,2024-12-25 14:00:00+00:00,98372,BTC
2024-12-25T15:00:00.0000000Z,2024-12-25T16:00:00.0000000Z,2024-12-25T15:00:18.7940000Z,2024-12-25T15:59:47.5780000Z,98649,98649,98138,98413,31.667452279999985,203,2024-12-25 15:00:00+00:00,98649,BTC
2024-12-25T16:00:00.0000000Z,2024-12-25T17:00:00.0000000Z,2024-12-25T16:00:08.7760000Z,2024-12-25T16:59:52.4380000Z,98445,98524,98068,98328,9.256484949999997,228,2024-12-25 16:00:00+00:00,98445,BTC
2024-12-25T17:00:00.0000000Z,2024-12-25T18:00:00.0000000Z,2024-12-25T17:00:28.3720000Z,2024-12-25T17:59:39.4590000Z,98323,98565,98102,98474,18.483808589999995,217,2024-12-25 17:00:00+00:00,98323,BTC
2024-12-25T18:00:00.0000000Z,2024-12-25T19:00:00.0000000Z,2024-12-25T18:00:17.9170000Z,2024-12-25T18:58:17.5880000Z,98461,98866,98458,98627,40.57787831,247,2024-12-25 18:00:00+00:00,98461,BTC
2024-12-25T19:00:00.0000000Z,2024-12-25T20:00:00.0000000Z,2024-12-25T19:00:19.5990000Z,2024-12-25T19:59:27.1520000Z,98666,99180,98652,98929,24.05634954,334,2024-12-25 19:00:00+00:00,98666,BTC
2024-12-25T20:00:00.0000000Z,2024-12-25T21:00:00.0000000Z,2024-12-25T20:00:45.5950000Z,2024-12-25T20:59:44.5020000Z,98951,99288,98824,99056,44.64219130000002,441,2024-12-25 20:00:00+00:00,98951,BTC
2024-12-25T21:00:00.0000000Z,2024-12-25T22:00:00.0000000Z,2024-12-25T21:00:20.4740000Z,2024-12-25T21:59:32.4650000Z,99153,99454,98305,98401,69.74734851,489,2024-12-25 21:00:00+00:00,99153,BTC
2024-12-25T22:00:00.0000000Z,2024-12-25T23:00:00.0000000Z,2024-12-25T22:00:00.4700000Z,2024-12-25T22:59:54.3430000Z,98437,99014,98368,98721,47.39357194999999,320,2024-12-25 22:00:00+00:00,98437,BTC
2024-12-25T23:00:00.0000000Z,2024-12-26T00:00:00.0000000Z,2024-12-25T23:00:00.3910000Z,2024-12-25T23:59:52.1380000Z,98732,99478,98732,99374,36.475822620000024,405,2024-12-25 23:00:00+00:00,98732,BTC
2024-12-26T00:00:00.0000000Z,2024-12-26T01:00:00.0000000Z,2024-12-26T00:00:00.6460000Z,2024-12-26T00:59:04.8130000Z,99357,99881,98897,98954,64.79588647000003,556,2024-12-26 00:00:00+00:00,99357,BTC
2024-12-26T01:00:00.0000000Z,2024-12-26T02:00:00.0000000Z,2024-12-26T01:00:18.7910000Z,2024-12-26T01:59:28.3670000Z,98996,99156,98544,98990,60.14245523000002,383,2024-12-26 01:00:00+00:00,98996,BTC
2024-12-26T02:00:00.0000000Z,2024-12-26T03:00:00.0000000Z,2024-12-26T02:00:02.7910000Z,2024-12-26T02:59:09.3960000Z,98978,99101,98422,98666,65.12152415999998,418,2024-12-26 02:00:00+00:00,98978,BTC
2024-12-26T03:00:00.0000000Z,2024-12-26T04:00:00.0000000Z,2024-12-26T03:00:17.7210000Z,2024-12-26T03:59:47.8430000Z,98717,99026,98511,98935,28.140099359999994,234,2024-12-26 03:00:00+00:00,98717,BTC
2024-12-26T04:00:00.0000000Z,2024-12-26T05:00:00.0000000Z,2024-12-26T04:00:01.0430000Z,2024-12-26T04:59:46.4480000Z,98903,98903,98191,98221,37.90150025000001,253,2024-12-26 04:00:00+00:00,98903,BTC
2024-12-26T05:00:00.0000000Z,2024-12-26T06:00:00.0000000Z,2024-12-26T05:00:03.6800000Z,2024-12-26T05:58:16.5760000Z,98207,98361,98015,98317,13.619581259999999,190,2024-12-26 05:00:00+00:00,98207,BTC
2024-12-26T06:00:00.0000000Z,2024-12-26T07:00:00.0000000Z,2024-12-26T06:00:19.5030000Z,2024-12-26T06:59:27.7010000Z,98299,98354,97950,98017,8.475814289999997,195,2024-12-26 06:00:00+00:00,98299,BTC
